,Rank,Points,Player_1_Name,Player_2_Name,Player_3_Name,Player_4_Name,Player_5_Name,Player_6_Name,Player_7_Name,Player_8_Name,Player_9_Name,Player_10_Name,Player_1_Position_Rostered,Player_2_Position_Rostered,Player_3_Position_Rostered,Player_4_Position_Rostered,Player_5_Position_Rostered,Player_6_Position_Rostered,Player_7_Position_Rostered,Player_8_Position_Rostered,Player_9_Position_Rostered,Player_10_Position_Rostered,Player_1_Salary,Player_2_Salary,Player_3_Salary,Player_4_Salary,Player_5_Salary,Player_6_Salary,Player_7_Salary,Player_8_Salary,Player_9_Salary,Player_10_Salary,Player_1_Team,Player_2_Team,Player_3_Team,Player_4_Team,Player_5_Team,Player_6_Team,Player_7_Team,Player_8_Team,Player_9_Team,Player_10_Team,Main_Stack,Secondary_Stack,Tertiary_Stack,Main_Stack_Length,Secondary_Stack_Length,Tertiary_Stack_Length
Lakejockwood651,194,79.4,Huascar Ynoa,Dylan Bundy,Shohei Ohtani,Byron Buxton,Wander Franco,Austin Riley,Ji-Man Choi,Marcell Ozuna,David Fletcher,Manny Pina,P,P,OF,OF,SS,3B,1B,OF,2B,C,8600,5600,6000,5900,5300,4800,4000,3800,3100,2600,ATL,MIN,LAA,MIN,TB,ATL,TB,ATL,LAA,ATL,ATL,LAA,TB,3,2,2
mackman1995,195,79.35,Michael Lorenzen,Dylan Bundy,Bryce Harper,Brandon Lowe,Wander Franco,Kyle Schwarber,Jared Walsh,Yandy Diaz,Francisco Mejia,Josh Lowe,P,P,OF,2B,SS,OF,1B,3B,C,OF,6700,5600,6200,5400,5300,5300,4700,4500,3200,2800,LAA,MIN,PHI,TB,TB,PHI,LAA,TB,TB,TB,TB,PHI,,5,2,
wlcjr1963,196,79.2,Luis Patino,Michael Lorenzen,Shohei Ohtani,Wander Franco,Ozzie Albies,Austin Riley,Jared Walsh,Marcell Ozuna,Joc Pederson,Gary Sanchez,P,P,OF,SS,2B,3B,1B,OF,OF,C,7800,6700,6000,5300,4800,4800,4700,3800,3200,2800,TB,LAA,LAA,TB,ATL,ATL,LAA,ATL,SF,MIN,ATL,LAA,,3,2,
desperados1,197,79.05,Huascar Ynoa,Elieser Hernandez,Brandon Lowe,Wander Franco,Pete Alonso,Jesus Sanchez,Adam Duvall,Marcell Ozuna,Brian Anderson,James McCann,P,P,2B,SS,1B,OF,OF,OF,3B,C,8600,7500,5400,5300,4800,4200,4100,3800,3300,3000,ATL,MIA,TB,TB,NYM,MIA,ATL,ATL,MIA,NYM,NYM,TB,ATL,2,2,2
Mwise120,198,78.85,Alek Manoah,Huascar Ynoa,Ozzie Albies,Austin Riley,Jared Walsh,Adam Duvall,Marcell Ozuna,Brandon Marsh,David Fletcher,Manny Pina,P,P,2B,3B,1B,OF,OF,OF,SS,C,10200,8600,4800,4800,4700,4100,3800,3100,3100,2600,TOR,ATL,ATL,ATL,LAA,ATL,ATL,LAA,LAA,ATL,ATL,LAA,,5,3,
tonytohka,199,78.6,Alex Wood,Nick Martinez,Wander Franco,Kyle Schwarber,Jesse Winker,Manny Machado,Mitch Haniger,Abraham Toro,Josh Bell,Cal Raleigh,P,P,SS,OF,OF,3B,OF,2B,1B,C,9200,5900,5300,5300,5000,4900,4600,3900,3800,2100,SF,SD,TB,PHI,SEA,SD,SEA,SEA,WAS,SEA,SEA,,,4,,
Blaze252,200,78.4,Alek Manoah,Luis Patino,Shohei Ohtani,Ozzie Albies,Austin Riley,Jared Walsh,Marcell Ozuna,Austin Nola,Taylor Walls,Julio Rodriguez,P,P,OF,2B,3B,1B,OF,C,SS,OF,10200,7800,6000,4800,4800,4700,3800,2900,2400,2000,TOR,TB,LAA,ATL,ATL,LAA,ATL,SD,TB,SEA,ATL,LAA,,3,2,
Jbones733,201,78.2,Luis Patino,Michael Lorenzen,Nick Castellanos,Brandon Lowe,Wander Franco,Kyle Schwarber,Ji-Man Choi,Alec Bohm,Francisco Mejia,Kevin Kiermaier,P,P,OF,2B,SS,OF,1B,3B,C,OF,7800,6700,5600,5400,5300,5300,4000,3700,3200,3000,TB,LAA,PHI,TB,TB,PHI,TB,PHI,TB,TB,TB,PHI,,5,3,
jontlevy,202,78.1,Nick Martinez,Dylan Bundy,Bryce Harper,Nick Castellanos,Rhys Hoskins,Ozzie Albies,Austin Riley,J.T. Realmuto,Eddie Rosario,Orlando Arcia,P,P,OF,OF,1B,2B,3B,C,OF,SS,5900,5600,6200,5600,5200,4800,4800,4600,4400,2500,SD,MIN,PHI,PHI,PHI,ATL,ATL,PHI,ATL,ATL,ATL,PHI,,4,4,
flatliners2134,203,77.95,Luis Patino,Dylan Bundy,Bryce Harper,Kyle Schwarber,Rhys Hoskins,Ozzie Albies,J.T. Realmuto,Marcell Ozuna,Didi Gregorius,J.D. Davis,P,P,OF,OF,1B,2B,C,OF,SS,3B,7800,5600,6200,5300,5200,4800,4600,3800,3700,3000,TB,MIN,PHI,PHI,PHI,ATL,PHI,ATL,PHI,NYM,PHI,ATL,,5,2,
hardwood,204,77.85,Alex Wood,Michael Lorenzen,Vladimir Guerrero Jr.,Aaron Judge,Austin Riley,Adam Duvall,Gleyber Torres,Sean Murphy,Tony Kemp,Billy McKinney,P,P,1B,OF,3B,OF,SS,C,2B,OF,9200,6700,6100,5800,4800,4100,4100,3500,3300,2400,SF,LAA,TOR,NYY,ATL,ATL,NYY,OAK,OAK,OAK,OAK,ATL,NYY,3,2,2
Thegoldcobra,205,77.75,Ranger Suarez,Huascar Ynoa,Byron Buxton,Carlos Correa,Jorge Polanco,Jared Walsh,Max Kepler,Luis Arraez,Sheldon Neuse,Cal Raleigh,P,P,OF,SS,2B,1B,OF,3B,OF,C,8900,8600,5900,5100,4900,4700,3700,3600,2300,2100,PHI,ATL,MIN,MIN,MIN,LAA,MIN,MIN,OAK,SEA,MIN,,,5,,
bgrier85,206,77.35,Michael Lorenzen,Dylan Bundy,Bryce Harper,Shohei Ohtani,Kyle Schwarber,Ozzie Albies,Austin Riley,Dansby Swanson,Marcell Ozuna,Manny Pina,P,P,OF,1B,OF,2B,3B,SS,OF,C,6700,5600,6200,6000,5300,4800,4800,4200,3800,2600,LAA,MIN,PHI,LAA,PHI,ATL,ATL,ATL,ATL,ATL,ATL,PHI,,5,2,
rhino2300,207,77.2,Luis Patino,Michael Lorenzen,Brandon Lowe,Wander Franco,Teoscar Hernandez,Mitch Haniger,Yandy Diaz,Ji-Man Choi,Marcell Ozuna,Francisco Mejia,P,P,2B,SS,OF,OF,3B,1B,OF,C,7800,6700,5400,5300,4700,4600,4500,4000,3800,3200,TB,LAA,TB,TB,TOR,SEA,TB,TB,ATL,TB,TB,,,5,,
rockysmith23,208,76.85,Alex Wood,Michael Lorenzen,Shohei Ohtani,Ozzie Albies,Austin Riley,Dansby Swanson,Adam Duvall,Ji-Man Choi,Francisco Mejia,Josh Lowe,P,P,OF,2B,3B,SS,OF,1B,C,OF,9200,6700,6000,4800,4800,4200,4100,4000,3200,2800,SF,LAA,LAA,ATL,ATL,ATL,ATL,TB,TB,TB,ATL,TB,,4,3,
NickShlainBP,208,76.85,Alek Manoah,Huascar Ynoa,Byron Buxton,Brandon Lowe,Wander Franco,Miguel Sano,Gary Sanchez,Josh Lowe,Brett Phillips,Taylor Walls,P,P,OF,2B,SS,1B,C,OF,OF,3B,10200,8600,5900,5400,5300,3900,2800,2800,2600,2400,TOR,ATL,MIN,TB,TB,MIN,MIN,TB,TB,TB,TB,MIN,,5,3,
Evilempire2626,210,76.6,Huascar Ynoa,Jameson Taillon,Nick Castellanos,Brandon Lowe,Francisco Lindor,Ji-Man Choi,Marcell Ozuna,Luis Arraez,Sean Murphy,Darin Ruf,P,P,OF,2B,SS,1B,OF,3B,C,OF,8600,8000,5600,5400,4600,4000,3800,3600,3500,2900,ATL,NYY,PHI,TB,NYM,TB,ATL,MIN,OAK,SF,TB,,,2,,
honeybadgerDFS,210,76.6,Alex Wood,Nick Martinez,Matt Olson,Wander Franco,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Francisco Mejia,Josh Lowe,P,P,1B,SS,2B,3B,OF,OF,C,OF,9200,5900,5400,5300,4800,4800,4100,3800,3200,2800,SF,SD,ATL,TB,ATL,ATL,ATL,ATL,TB,TB,ATL,TB,,5,3,
dannyvlav,212,76.45,Alex Wood,Luis Patino,Juan Soto,Ozzie Albies,Austin Riley,Josh Bell,Marcell Ozuna,Didi Gregorius,Keibert Ruiz,Joc Pederson,P,P,OF,2B,3B,1B,OF,SS,C,OF,9200,7800,5700,4800,4800,3800,3800,3700,3200,3200,SF,TB,WAS,ATL,ATL,WAS,ATL,PHI,WAS,SF,WAS,ATL,,3,3,
scott12e12,213,76.4,Alek Manoah,Luis Patino,Juan Soto,Rhys Hoskins,Ozzie Albies,Adam Duvall,Marcell Ozuna,Gio Urshela,Gary Sanchez,Taylor Walls,P,P,OF,1B,2B,OF,OF,3B,C,SS,10200,7800,5700,5200,4800,4100,3800,3200,2800,2400,TOR,TB,WAS,PHI,ATL,ATL,ATL,MIN,MIN,TB,ATL,MIN,,3,2,
SonniB,214,76.0,Alek Manoah,Taijuan Walker,Bo Bichette,Starling Marte,Pete Alonso,Brandon Nimmo,Lourdes Gurriel Jr.,Tony Kemp,James McCann,Luis Guillorme,P,P,SS,OF,1B,OF,OF,2B,C,3B,10200,8300,5400,4900,4800,4000,3600,3300,3000,2500,TOR,NYM,TOR,NYM,NYM,NYM,TOR,OAK,NYM,NYM,NYM,TOR,,5,2,
jonjonlegend,214,76.0,Elieser Hernandez,Michael Lorenzen,Brandon Lowe,Matt Olson,Wander Franco,Kyle Schwarber,Austin Riley,Mitch Haniger,Gary Sanchez,Julio Rodriguez,P,P,2B,1B,SS,OF,3B,OF,C,OF,7500,6700,5400,5400,5300,5300,4800,4600,2800,2000,MIA,LAA,TB,ATL,TB,PHI,ATL,SEA,MIN,SEA,SEA,TB,ATL,2,2,2
eiflerak,216,75.95,Luis Patino,Dylan Bundy,Bryce Harper,Nick Castellanos,Kyle Schwarber,J.T. Realmuto,Miguel Sano,Didi Gregorius,Luis Arraez,Gio Urshela,P,P,OF,OF,OF,C,1B,SS,2B,3B,7800,5600,6200,5600,5300,4600,3900,3700,3600,3200,TB,MIN,PHI,PHI,PHI,PHI,MIN,PHI,MIN,MIN,PHI,MIN,,5,3,
dubcity3,217,75.85,Alek Manoah,Huascar Ynoa,Manny Machado,Ozzie Albies,Dansby Swanson,Marcell Ozuna,Max Kepler,Lourdes Gurriel Jr.,Luke Voit,Austin Nola,P,P,3B,2B,SS,OF,OF,OF,1B,C,10200,8600,4900,4800,4200,3800,3700,3600,3300,2900,TOR,ATL,SD,ATL,ATL,ATL,MIN,TOR,SD,SD,ATL,SD,,3,3,
hanleyp20,217,75.85,Alek Manoah,Huascar Ynoa,Brandon Lowe,Wander Franco,Adam Duvall,Eduardo Escobar,Marcell Ozuna,Francisco Mejia,Josh Lowe,Taylor Walls,P,P,2B,SS,OF,1B,OF,C,OF,3B,10200,8600,5400,5300,4100,4100,3800,3200,2800,2400,TOR,ATL,TB,TB,ATL,NYM,ATL,TB,TB,TB,TB,ATL,,5,2,
mkpullano,217,75.85,Alek Manoah,Huascar Ynoa,Matt Olson,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Alejandro Kirk,Josh Lowe,Santiago Espinal,P,P,1B,2B,3B,OF,OF,C,OF,SS,10200,8600,5400,4800,4800,4100,3800,3100,2800,2400,TOR,ATL,ATL,ATL,ATL,ATL,ATL,TOR,TB,TOR,ATL,TOR,,5,2,
Aubameyang17,220,75.6,Alex Wood,Nick Martinez,Shohei Ohtani,Ozzie Albies,Austin Riley,Eddie Rosario,Adam Duvall,Marcell Ozuna,Didi Gregorius,Francisco Mejia,P,P,1B,2B,3B,OF,OF,OF,SS,C,9200,5900,6000,4800,4800,4400,4100,3800,3700,3200,SF,SD,LAA,ATL,ATL,ATL,ATL,ATL,PHI,TB,ATL,,,5,,
timg2010,220,75.6,Alex Wood,Dylan Bundy,Shohei Ohtani,Brandon Lowe,Wander Franco,Austin Riley,Adam Duvall,Marcell Ozuna,Francisco Mejia,Brett Phillips,P,P,1B,2B,SS,3B,OF,OF,C,OF,9200,5600,6000,5400,5300,4800,4100,3800,3200,2600,SF,MIN,LAA,TB,TB,ATL,ATL,ATL,TB,TB,TB,ATL,,4,3,
philydo,220,75.6,Alex Wood,Dylan Bundy,Byron Buxton,Brandon Lowe,Carlos Correa,Yandy Diaz,Miguel Sano,Mike Yastrzemski,Marcell Ozuna,Gary Sanchez,P,P,OF,2B,SS,3B,1B,OF,OF,C,9200,5600,5900,5400,5100,4500,3900,3800,3800,2800,SF,MIN,MIN,TB,MIN,TB,MIN,SF,ATL,MIN,MIN,TB,,4,2,
daquestion4u,223,74.85,Alek Manoah,Huascar Ynoa,Brandon Lowe,Wander Franco,Anthony Rendon,Ji-Man Choi,Marcell Ozuna,Lourdes Gurriel Jr.,Gary Sanchez,Julio Rodriguez,P,P,2B,SS,3B,1B,OF,OF,C,OF,10200,8600,5400,5300,4300,4000,3800,3600,2800,2000,TOR,ATL,TB,TB,LAA,TB,ATL,TOR,MIN,SEA,TB,,,3,,
Scribe385,224,74.55,Alek Manoah,Dylan Bundy,Vladimir Guerrero Jr.,Brandon Lowe,Wander Franco,Kyle Schwarber,Austin Riley,Josh Lowe,Billy McKinney,Cal Raleigh,P,P,1B,2B,SS,OF,3B,OF,OF,C,10200,5600,6100,5400,5300,5300,4800,2800,2400,2100,TOR,MIN,TOR,TB,TB,PHI,ATL,TB,OAK,SEA,TB,,,3,,
jkwacala,224,74.55,Alek Manoah,Nick Martinez,Wander Franco,Kyle Schwarber,Mitch Haniger,Ty France,Eugenio Suarez,Abraham Toro,Francisco Mejia,Josh Lowe,P,P,SS,OF,OF,1B,3B,2B,C,OF,10200,5900,5300,5300,4600,4500,4200,3900,3200,2800,TOR,SD,TB,PHI,SEA,SEA,SEA,SEA,TB,TB,SEA,TB,,4,3,
AmedRosario1,226,74.4,Huascar Ynoa,Nick Martinez,Shohei Ohtani,Kyle Schwarber,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Didi Gregorius,Austin Nola,P,P,1B,OF,2B,3B,OF,OF,SS,C,8600,5900,6000,5300,4800,4800,4100,3800,3700,2900,ATL,SD,LAA,PHI,ATL,ATL,ATL,ATL,PHI,SD,ATL,PHI,,4,2,
JdHawkk,226,74.4,Alek Manoah,Luis Patino,Byron Buxton,Brandon Lowe,Austin Riley,Ji-Man Choi,Francisco Mejia,Joc Pederson,Josh Lowe,Taylor Walls,P,P,OF,2B,3B,1B,C,OF,OF,SS,10200,7800,5900,5400,4800,4000,3200,3200,2800,2400,TOR,TB,MIN,TB,ATL,TB,TB,SF,TB,TB,TB,,,5,,
dutchsausages,228,74.2,Luis Patino,Michael Lorenzen,Shohei Ohtani,Juan Soto,Ozzie Albies,Austin Riley,Mike Yastrzemski,Marcell Ozuna,Didi Gregorius,Manny Pina,P,P,1B,OF,2B,3B,OF,OF,SS,C,7800,6700,6000,5700,4800,4800,3800,3800,3700,2600,TB,LAA,LAA,WAS,ATL,ATL,SF,ATL,PHI,ATL,ATL,,,4,,
mullethunter45,229,73.9,Alek Manoah,Ranger Suarez,Rhys Hoskins,Austin Riley,J.T. Realmuto,Joey Wendle,Didi Gregorius,Joc Pederson,Wil Myers,Matt Vierling,P,P,1B,3B,C,2B,SS,OF,OF,OF,10200,8900,5200,4800,4600,3800,3700,3200,3100,2300,TOR,PHI,PHI,ATL,PHI,MIA,PHI,SF,SD,PHI,PHI,,,4,,
Beachlt11782,230,73.85,Alex Wood,Michael Lorenzen,Bryce Harper,Shohei Ohtani,Ozzie Albies,Austin Riley,Marcell Ozuna,Francisco Mejia,Josh Lowe,Orlando Arcia,P,P,OF,1B,2B,3B,OF,C,OF,SS,9200,6700,6200,6000,4800,4800,3800,3200,2800,2500,SF,LAA,PHI,LAA,ATL,ATL,ATL,TB,TB,ATL,ATL,TB,,4,2,
KarrosHair,231,73.65,Huascar Ynoa,Michael Lorenzen,Matt Olson,Wander Franco,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Francisco Mejia,Josh Lowe,P,P,1B,SS,2B,3B,OF,OF,C,OF,8600,6700,5400,5300,4800,4800,4100,3800,3200,2800,ATL,LAA,ATL,TB,ATL,ATL,ATL,ATL,TB,TB,ATL,TB,,5,3,
singletaryk,231,73.65,Huascar Ynoa,Michael Lorenzen,Matt Olson,Wander Franco,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Francisco Mejia,Josh Lowe,P,P,1B,SS,2B,3B,OF,OF,C,OF,8600,6700,5400,5300,4800,4800,4100,3800,3200,2800,ATL,LAA,ATL,TB,ATL,ATL,ATL,ATL,TB,TB,ATL,TB,,5,3,
FabFive75,233,73.4,Huascar Ynoa,Dylan Bundy,Bryce Harper,Byron Buxton,Kyle Schwarber,Jean Segura,Didi Gregorius,Garrett Cooper,Luis Arraez,Gary Sanchez,P,P,OF,OF,OF,2B,SS,1B,3B,C,8600,5600,6200,5900,5300,4400,3700,3600,3600,2800,ATL,MIN,PHI,MIN,PHI,PHI,PHI,MIA,MIN,MIN,PHI,MIN,,4,3,
bloodboogs66,233,73.4,Huascar Ynoa,Nick Martinez,Byron Buxton,Brandon Lowe,Wander Franco,Austin Riley,Adam Duvall,Ji-Man Choi,Francisco Mejia,Josh Lowe,P,P,OF,2B,SS,3B,OF,1B,C,OF,8600,5900,5900,5400,5300,4800,4100,4000,3200,2800,ATL,SD,MIN,TB,TB,ATL,ATL,TB,TB,TB,TB,ATL,,5,2,
F0rsaken,235,73.35,Michael Lorenzen,Nick Martinez,Shohei Ohtani,Nick Castellanos,Giancarlo Stanton,DJ LeMahieu,Joey Gallo,Gleyber Torres,Adam Frazier,Kyle Higashioka,P,P,1B,OF,OF,3B,OF,SS,2B,C,6700,5900,6000,5600,5200,4700,4500,4100,4000,3300,LAA,SD,LAA,PHI,NYY,NYY,NYY,NYY,SEA,NYY,NYY,,,5,,
Schusyy,235,73.35,Michael Lorenzen,Dylan Bundy,Bryce Harper,Matt Olson,Kyle Schwarber,Ozzie Albies,Austin Riley,Dansby Swanson,Adam Duvall,Gary Sanchez,P,P,OF,1B,OF,2B,3B,SS,OF,C,6700,5600,6200,5400,5300,4800,4800,4200,4100,2800,LAA,MIN,PHI,ATL,PHI,ATL,ATL,ATL,ATL,MIN,ATL,PHI,,5,2,
ziigmund,237,73.25,Alex Wood,Elieser Hernandez,Nick Castellanos,Wander Franco,Rhys Hoskins,Jean Segura,Alec Bohm,Francisco Mejia,Kevin Kiermaier,Josh Lowe,P,P,OF,SS,1B,2B,3B,C,OF,OF,9200,7500,5600,5300,5200,4400,3700,3200,3000,2800,SF,MIA,PHI,TB,PHI,PHI,PHI,TB,TB,TB,TB,PHI,,4,4,
mawages,238,73.2,Luis Patino,Michael Lorenzen,Bryce Harper,Nick Castellanos,Kyle Schwarber,Rhys Hoskins,Abraham Toro,Didi Gregorius,J.D. Davis,Joey Bart,P,P,OF,OF,OF,1B,2B,SS,3B,C,7800,6700,6200,5600,5300,5200,3900,3700,3000,2500,TB,LAA,PHI,PHI,PHI,PHI,SEA,PHI,NYM,SF,PHI,,,5,,
echad252,238,73.2,Luis Patino,Michael Lorenzen,Shohei Ohtani,Ozzie Albies,Austin Riley,Jared Walsh,Dansby Swanson,Adam Duvall,Marcell Ozuna,Austin Nola,P,P,OF,2B,3B,1B,SS,OF,OF,C,7800,6700,6000,4800,4800,4700,4200,4100,3800,2900,TB,LAA,LAA,ATL,ATL,LAA,ATL,ATL,ATL,SD,ATL,LAA,,5,2,
dublinking,240,73.1,Nick Martinez,Dylan Bundy,Shohei Ohtani,Aaron Judge,Matt Olson,Carlos Correa,Ozzie Albies,Austin Riley,Marcell Ozuna,Gary Sanchez,P,P,OF,OF,1B,SS,2B,3B,OF,C,5900,5600,6000,5800,5400,5100,4800,4800,3800,2800,SD,MIN,LAA,NYY,ATL,MIN,ATL,ATL,ATL,MIN,ATL,MIN,,4,2,
goonies24200,241,73.05,Alek Manoah,Alex Wood,Jesse Winker,Francisco Lindor,Ty France,Brandon Nimmo,Adam Frazier,James McCann,Luis Guillorme,Julio Rodriguez,P,P,OF,SS,1B,OF,2B,C,3B,OF,10200,9200,5000,4600,4500,4000,4000,3000,2500,2000,TOR,SF,SEA,NYM,SEA,NYM,SEA,NYM,NYM,SEA,NYM,SEA,,4,4,
nparker24,242,72.85,Alex Wood,Michael Lorenzen,Bryce Harper,Nick Castellanos,Austin Riley,Jean Segura,Marcell Ozuna,Alec Bohm,Manny Pina,Orlando Arcia,P,P,OF,OF,3B,2B,OF,1B,C,SS,9200,6700,6200,5600,4800,4400,3800,3700,2600,2500,SF,LAA,PHI,PHI,ATL,PHI,ATL,PHI,ATL,ATL,ATL,PHI,,4,4,
JNext18,242,72.85,Alek Manoah,Huascar Ynoa,Jesse Winker,Ozzie Albies,Miguel Sano,Marcell Ozuna,Didi Gregorius,Lourdes Gurriel Jr.,Luis Arraez,Manny Pina,P,P,OF,2B,1B,OF,SS,OF,3B,C,10200,8600,5000,4800,3900,3800,3700,3600,3600,2600,TOR,ATL,SEA,ATL,MIN,ATL,PHI,TOR,MIN,ATL,ATL,MIN,,3,2,
wimpy131313,244,72.7,Ranger Suarez,Michael Lorenzen,Matt Olson,Wander Franco,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Francisco Mejia,Josh Lowe,P,P,1B,SS,2B,3B,OF,OF,C,OF,8900,6700,5400,5300,4800,4800,4100,3800,3200,2800,PHI,LAA,ATL,TB,ATL,ATL,ATL,ATL,TB,TB,ATL,TB,,5,3,
toppdawg1979,245,71.75,Luis Patino,Paul Blackburn,Bryce Harper,Nick Castellanos,Kyle Schwarber,Jared Walsh,J.T. Realmuto,Anthony Rendon,Didi Gregorius,Thairo Estrada,P,P,OF,OF,OF,1B,C,3B,SS,2B,7800,5200,6200,5600,5300,4700,4600,4300,3700,2600,TB,OAK,PHI,PHI,PHI,LAA,PHI,LAA,PHI,SF,PHI,LAA,,5,2,
storm0812,246,71.6,Alex Wood,Nick Martinez,Shohei Ohtani,Brandon Lowe,Austin Riley,Dansby Swanson,Adam Duvall,Marcell Ozuna,Max Stassi,Josh Lowe,P,P,1B,2B,3B,SS,OF,OF,C,OF,9200,5900,6000,5400,4800,4200,4100,3800,3700,2800,SF,SD,LAA,TB,ATL,ATL,ATL,ATL,LAA,TB,ATL,LAA,TB,4,2,2
Tbit79,246,71.6,Alex Wood,Dylan Bundy,Brandon Lowe,Matt Olson,Wander Franco,Austin Riley,Adam Duvall,Mike Yastrzemski,Marcell Ozuna,Manny Pina,P,P,2B,1B,SS,3B,OF,OF,OF,C,9200,5600,5400,5400,5300,4800,4100,3800,3800,2600,SF,MIN,TB,ATL,TB,ATL,ATL,SF,ATL,ATL,ATL,TB,,5,2,
zippo1974,246,71.6,Alex Wood,Dylan Bundy,Vladimir Guerrero Jr.,Ozzie Albies,Austin Riley,Teoscar Hernandez,Dansby Swanson,Adam Duvall,Marcell Ozuna,Joey Bart,P,P,1B,2B,3B,OF,SS,OF,OF,C,9200,5600,6100,4800,4800,4700,4200,4100,3800,2500,SF,MIN,TOR,ATL,ATL,TOR,ATL,ATL,ATL,SF,ATL,TOR,,5,2,
lgdaddy,249,71.4,Huascar Ynoa,Dylan Bundy,Bryce Harper,Byron Buxton,Brandon Lowe,Miguel Sano,Max Kepler,Didi Gregorius,Luis Arraez,Francisco Mejia,P,P,OF,OF,2B,1B,OF,SS,3B,C,8600,5600,6200,5900,5400,3900,3700,3700,3600,3200,ATL,MIN,PHI,MIN,TB,MIN,MIN,PHI,MIN,TB,MIN,TB,PHI,4,2,2
Kruggers,249,71.4,Huascar Ynoa,Dylan Bundy,Shohei Ohtani,Wander Franco,Ozzie Albies,Jared Walsh,Anthony Rendon,Adam Duvall,Max Stassi,Josh Lowe,P,P,OF,SS,2B,1B,3B,OF,C,OF,8600,5600,6000,5300,4800,4700,4300,4100,3700,2800,ATL,MIN,LAA,TB,ATL,LAA,LAA,ATL,LAA,TB,LAA,TB,ATL,4,2,2
jerseymike07,251,71.35,Michael Lorenzen,Nick Martinez,Mike Trout,Wander Franco,Kyle Schwarber,Jesse Winker,Jared Walsh,Anthony Rendon,Adam Frazier,Francisco Mejia,P,P,OF,SS,OF,OF,1B,3B,2B,C,6700,5900,5600,5300,5300,5000,4700,4300,4000,3200,LAA,SD,LAA,TB,PHI,SEA,LAA,LAA,SEA,TB,LAA,TB,SEA,3,2,2
corycheck,252,71.2,Luis Patino,Michael Lorenzen,Brandon Lowe,Wander Franco,Giancarlo Stanton,Yandy Diaz,Adam Duvall,Ji-Man Choi,Marcell Ozuna,Francisco Mejia,P,P,2B,SS,OF,3B,OF,1B,OF,C,7800,6700,5400,5300,5200,4500,4100,4000,3800,3200,TB,LAA,TB,TB,NYY,TB,ATL,TB,ATL,TB,TB,ATL,,5,2,
rh1580,253,70.95,Luis Patino,Dylan Bundy,Shohei Ohtani,Byron Buxton,Brandon Lowe,Wander Franco,Austin Riley,Kevin Kiermaier,Gary Sanchez,Josh Lowe,P,P,1B,OF,2B,SS,3B,OF,C,OF,7800,5600,6000,5900,5400,5300,4800,3000,2800,2800,TB,MIN,LAA,MIN,TB,TB,ATL,TB,MIN,TB,TB,MIN,,4,2,
TitanUpML,254,70.9,Alex Wood,Huascar Ynoa,Byron Buxton,Wander Franco,Austin Riley,Ji-Man Choi,Joey Wendle,Francisco Mejia,Josh Lowe,Billy McKinney,P,P,OF,SS,3B,1B,2B,C,OF,OF,9200,8600,5900,5300,4800,4000,3800,3200,2800,2400,SF,ATL,MIN,TB,ATL,TB,MIA,TB,TB,OAK,TB,,,4,,
padair,255,70.65,Huascar Ynoa,Michael Lorenzen,Byron Buxton,Rhys Hoskins,Carlos Correa,Eugenio Suarez,Abraham Toro,Max Kepler,Alex Kirilloff,Gary Sanchez,P,P,OF,1B,SS,3B,2B,OF,OF,C,8600,6700,5900,5200,5100,4200,3900,3700,3400,2800,ATL,LAA,MIN,PHI,MIN,SEA,SEA,MIN,MIN,MIN,MIN,SEA,,5,2,
sportsbamer,255,70.65,Huascar Ynoa,Michael Lorenzen,Matt Olson,Kyle Schwarber,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Didi Gregorius,Gary Sanchez,P,P,1B,OF,2B,3B,OF,OF,SS,C,8600,6700,5400,5300,4800,4800,4100,3800,3700,2800,ATL,LAA,ATL,PHI,ATL,ATL,ATL,ATL,PHI,MIN,ATL,PHI,,5,2,
jfoxbro8,255,70.65,Huascar Ynoa,Michael Lorenzen,Matt Olson,Kyle Schwarber,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Didi Gregorius,Gary Sanchez,P,P,1B,OF,2B,3B,OF,OF,SS,C,8600,6700,5400,5300,4800,4800,4100,3800,3700,2800,ATL,LAA,ATL,PHI,ATL,ATL,ATL,ATL,PHI,MIN,ATL,PHI,,5,2,
houstonreese,258,70.6,Alex Wood,Dylan Bundy,Shohei Ohtani,Carlos Correa,Ozzie Albies,Austin Riley,Jared Walsh,Marcell Ozuna,Joc Pederson,Gary Sanchez,P,P,OF,SS,2B,3B,1B,OF,OF,C,9200,5600,6000,5100,4800,4800,4700,3800,3200,2800,SF,MIN,LAA,MIN,ATL,ATL,LAA,ATL,SF,MIN,ATL,LAA,MIN,3,2,2
